FLOW_DATE,y
8/18/2018,43.81
8/19/2018,44.3
8/20/2018,45.17
8/21/2018,45.13
8/22/2018,45.97
8/23/2018,47.79
8/24/2018,49.17
8/25/2018,49.31
8/26/2018,48.78
8/27/2018,48.61
8/28/2018,48.96
8/29/2018,49.42
8/30/2018,49.45
8/31/2018,49.45
9/1/2018,49.45
9/2/2018,49.45
9/3/2018,49.45
9/4/2018,49.45
9/5/2018,49.37
9/6/2018,49.13
9/7/2018,48.78
9/8/2018,48.41
9/9/2018,48.02
9/10/2018,47.63
9/11/2018,47.24
9/12/2018,46.85
9/13/2018,46.58
9/14/2018,46.26
9/15/2018,45.87
9/16/2018,45.87
9/17/2018,45.16
9/18/2018,44.78
9/19/2018,44.32
9/20/2018,44.03
9/21/2018,43.7
9/22/2018,43.41
9/23/2018,43.13
9/24/2018,42.89
9/25/2018,42.79
9/26/2018,43.17
9/27/2018,43.88
9/28/2018,45.24
9/29/2018,46.43
9/30/2018,47.38
10/1/2018,47.95
10/2/2018,48.5
10/3/2018,48.75
10/4/2018,48.87
10/5/2018,49.09
10/6/2018,49.31
10/7/2018,49.45
10/8/2018,49.45
10/9/2018,49.45
10/10/2018,49.45
10/11/2018,49.45
10/12/2018,49.45
10/13/2018,49.45
10/14/2018,49.45
10/15/2018,49.45
10/16/2018,49.45
10/17/2018,49.45
10/18/2018,49.45
10/19/2018,49.45
10/20/2018,49.45
10/21/2018,49.45
10/22/2018,49.45
10/23/2018,49.45
10/24/2018,49.45
10/25/2018,49.45
10/26/2018,49.45
10/27/2018,49.45
10/28/2018,49.31
10/29/2018,49.06
10/30/2018,48.77
10/31/2018,48.43
11/1/2018,48.09
11/2/2018,47.75
11/3/2018,47.41
11/4/2018,47.07
11/5/2018,46.73
11/6/2018,46.39
11/7/2018,46.06
11/8/2018,45.73
11/9/2018,45.4
11/10/2018,45.07
11/11/2018,44.74
11/12/2018,44.42
11/13/2018,44.09
11/14/2018,43.77
11/15/2018,43.45
11/16/2018,43.45
11/17/2018,42.82
11/18/2018,42.49
11/19/2018,42.17
11/20/2018,41.85
11/21/2018,41.53
11/22/2018,41.22
11/23/2018,40.92
11/24/2018,40.63
11/25/2018,40.42
11/26/2018,40.2
11/27/2018,39.94
11/28/2018,39.73
11/29/2018,39.49
11/30/2018,39.25
12/1/2018,39.03
12/2/2018,38.78
12/3/2018,39
12/4/2018,38
12/5/2018,38
12/6/2018,38
12/7/2018,38
12/8/2018,38
12/9/2018,38
12/10/2018,37.67
12/11/2018,37.6
12/12/2018,37.55
12/13/2018,37.49
12/14/2018,37.44
12/15/2018,37.4
12/16/2018,37.35
12/17/2018,37.29
12/18/2018,37.25
12/19/2018,37.2
12/20/2018,37.16
12/21/2018,37.1
12/22/2018,37.05
12/23/2018,37.01
12/24/2018,36.97
12/25/2018,36.91
12/26/2018,36.84
12/27/2018,36.79
12/28/2018,36.72
12/29/2018,36.66
12/30/2018,36.64
12/31/2018,36.61
1/8/2019,36.35
1/9/2019,36.31
1/10/2019,36.26
1/11/2019,36.23
1/12/2019,36.11
1/13/2019,35.96
1/14/2019,35.75
1/15/2019,35.51
1/16/2019,35.27
1/17/2019,35.18
1/18/2019,35.05
1/19/2019,34.85
1/20/2019,34.63
1/21/2019,34.42
1/22/2019,34.21
1/23/2019,33.99
1/24/2019,33.78
1/25/2019,33.56
1/26/2019,33.34
1/27/2019,33.12
1/28/2019,32.9
1/29/2019,32.68
1/30/2019,32.45
1/31/2019,32.23
2/1/2019,32
2/2/2019,31.78
2/3/2019,31.56
2/4/2019,31.34
2/5/2019,31.17
2/6/2019,31.14
2/7/2019,31.1
2/8/2019,31.06
2/9/2019,31.03
2/10/2019,31
2/11/2019,30.96
2/12/2019,30.92
2/13/2019,30.88
2/14/2019,30.85
2/15/2019,30.81
2/16/2019,30.78
2/17/2019,30.74
2/18/2019,30.47
2/19/2019,30.21
2/20/2019,29.95
2/21/2019,29.69
2/22/2019,29.43
2/23/2019,29.11
2/24/2019,28.74
2/25/2019,28.47
3/1/2019,27.18
3/2/2019,26.86
3/3/2019,26.53
3/4/2019,26.19
2/26/2019,28.15
2/27/2019,27.82
2/28/2019,27.5
3/5/2019,25.85
3/6/2019,25.52
3/7/2019,25.18
3/8/2019,24.87
3/9/2019,24.64
3/10/2019,24.61
3/11/2019,24.58
3/12/2019,24.54
3/13/2019,24.52
3/14/2019,24.49
3/15/2019,24.46
3/16/2019,24.43
3/17/2019,24.39
3/18/2019,24.36
3/19/2019,24.33
3/20/2019,24.3
3/21/2019,23.99
3/22/2019,23.68
3/23/2019,23.34
3/24/2019,23.01
3/25/2019,22.67
4/1/2019,20.31
3/26/2019,22.34
3/27/2019,22
3/28/2019,21.66
3/29/2019,21.32
3/30/2019,20.98
3/31/2019,20.64
4/2/2019,19.97
4/3/2019,19.63
4/4/2019,19.29
4/5/2019,18.96
4/6/2019,18.62
4/7/2019,18.28
4/8/2019,17.95
4/9/2019,17.61
4/10/2019,17.58
4/11/2019,17.55
4/12/2019,17.52
4/13/2019,17.48
4/14/2019,17.45
4/15/2019,17.43
4/16/2019,17.4
4/17/2019,17.37
4/18/2019,17.34
4/19/2019,17.31
4/20/2019,17.29
4/21/2019,17.21
4/22/2019,17.09
4/23/2019,16.9
4/24/2019,16.96
4/25/2019,16.28
4/26/2019,15.96
4/27/2019,15.63
4/28/2019,15.3
4/29/2019,14.98
4/30/2019,14.66
5/1/2019,14.35
5/2/2019,14.03
5/3/2019,13.72
5/4/2019,13.4
5/5/2019,13.09
5/6/2019,12.77
5/7/2019,12.51
5/8/2019,12.3
5/9/2019,12.02
5/10/2019,11.83
5/11/2019,11.8
5/12/2019,11.77
5/13/2019,11.74
5/14/2019,11.8
5/15/2019,11.69
5/16/2019,11.67
5/17/2019,11.64
5/18/2019,11.61
5/19/2019,11.58
5/20/2019,11.56
5/21/2019,11.53
5/22/2019,11.51
5/23/2019,11.48
5/24/2019,11.45
5/25/2019,11.43
5/26/2019,11.4
5/27/2019,11.38
5/28/2019,11.35
5/29/2019,11.32
5/30/2019,11.3
5/31/2019,11.27
6/1/2019,11.25
6/2/2019,11.22
6/3/2019,11.19
6/4/2019,11.17
6/5/2019,11.14
6/6/2019,11.11
6/7/2019,11.08
6/8/2019,11.06
6/9/2019,11.04
6/10/2019,11.01
6/11/2019,10.98
6/12/2019,10.95
6/13/2019,10.93
6/14/2019,10.9
6/15/2019,10.87
6/16/2019,10.85
6/17/2019,10.82
6/18/2019,10.8
6/19/2019,10.78
6/20/2019,10.76
6/21/2019,10.74
6/22/2019,10.72
6/23/2019,10.71
6/24/2019,10.69
6/25/2019,10.68
6/26/2019,10.67
6/27/2019,10.66
6/28/2019,10.68
6/29/2019,10.73
6/30/2019,10.78
7/1/2019,10.81
7/2/2019,10.83
7/3/2019,10.85
7/4/2019,10.87
7/5/2019,10.96
7/6/2019,11.12
7/7/2019,11.49
7/8/2019,12.49
7/9/2019,13.09
7/10/2019,13.74
7/11/2019,14.28
7/12/2019,14.98
7/13/2019,15.47
7/14/2019,15.85
7/15/2019,16.12
7/16/2019,16.33
7/17/2019,16.48
7/18/2019,16.47
7/19/2019,16.38
7/20/2019,15.95
7/21/2019,15.31
7/22/2019,14.85
7/23/2019,14.64
7/24/2019,14.72
7/25/2019,14.98
7/26/2019,15.01
7/27/2019,14.84
7/28/2019,14.61
7/29/2019,14.3
7/30/2019,13.8
7/31/2019,13.22
8/1/2019,12.92
8/2/2019,12.61
8/3/2019,12.39
8/4/2019,12.27
8/5/2019,12.22
8/6/2019,12.76
8/7/2019,14.17
8/8/2019,16.54
8/9/2019,16.51
8/10/2019,25.84
8/11/2019,37.08
8/12/2019,41.63
8/13/2019,47.93
8/14/2019,48.48
8/15/2019,49.45
8/16/2019,49.45
8/17/2019,49.45
8/18/2019,49.31
8/19/2019,49.45
8/20/2019,49.45
8/21/2019,49.45
8/22/2019,49.45
8/23/2019,49.45
8/24/2019,49.45
8/25/2019,49.45
8/26/2019,49.45
8/27/2019,49.45
8/28/2019,49.45
8/29/2019,49.45
8/30/2019,49.45
8/31/2019,49.45
9/1/2019,49.45
9/2/2019,49.45
9/3/2019,49.45
9/4/2019,49.45
9/5/2019,49.45
9/6/2019,49.45
9/7/2019,49.45
9/8/2019,49.45
9/9/2019,49.45
9/10/2019,49.45
9/11/2019,49.45
9/12/2019,49.45
9/13/2019,49.45
9/14/2019,49.45
9/15/2019,49.45
9/16/2019,49.45
9/17/2019,49.45
9/18/2019,49.45
9/19/2019,49.45
9/20/2019,49.45
9/21/2019,49.45
9/22/2019,49.45
9/23/2019,49.45
9/24/2019,49.45
9/25/2019,49.45
9/26/2019,49.45
9/27/2019,49.45
9/28/2019,49.45
9/29/2019,49.45
9/30/2019,49.45
10/1/2019,49.45
10/2/2019,49.45
10/3/2019,49.45
10/4/2019,49.45
10/5/2019,49.45
10/6/2019,49.45
10/7/2019,49.45
10/8/2019,49.45
10/9/2019,49.45
10/10/2019,49.45
10/11/2019,49.45
10/12/2019,49.45
10/13/2019,49.45
10/14/2019,49.45
10/15/2019,49.45
10/16/2019,49.45
10/17/2019,49.45
10/18/2019,49.45
10/19/2019,49.45
10/20/2019,49.45
10/21/2019,49.45
10/22/2019,49.45
10/23/2019,49.45
10/24/2019,49.45
10/25/2019,49.45
10/26/2019,49.45
10/27/2019,49.45
10/28/2019,49.45
10/29/2019,49.45
10/30/2019,49.45
10/31/2019,49.45
11/1/2019,49.45
11/2/2019,49.45
11/3/2019,49.45
11/4/2019,49.45
11/5/2019,49.45
11/6/2019,49.45
11/7/2019,49.45
11/8/2019,49.45
11/9/2019,49.45
11/10/2019,49.45
11/11/2019,49.45
12/11/2019,49.45
11/13/2019,49.45
11/14/2019,49.45
11/15/2019,49.45
11/16/2019,49.45
11/17/2019,49.45
11/18/2019,49.45
11/19/2019,49.45
11/20/2019,49.41
11/21/2019,49.31
11/22/2019,49.19
11/23/2019,49.05
11/24/2019,48.88
11/25/2019,48.74
11/26/2019,48.54
11/27/2019,48.36
11/28/2019,48.23
11/29/2019,48.09
11/30/2019,47.94
12/1/2019,47.8
12/2/2019,47.69
12/3/2019,47.64
12/4/2019,47.64
12/5/2019,47.61
12/6/2019,47.53
12/7/2019,47.38
12/8/2019,47.24
12/9/2019,47.11
12/10/2019,46.94
12/11/2019,46.77
12/12/2019,46.59
12/13/2019,46.42
12/14/2019,46.25
12/15/2019,46.11
12/16/2019,46.01
12/17/2019,45.86
12/18/2019,45.73
12/19/2019,45.61
12/20/2019,45.5
12/21/2019,45.41
12/22/2019,40.93
12/23/2019,40.86
12/24/2019,45.17
12/25/2019,45.11
12/26/2019,45.04
12/27/2019,44.98
12/28/2019,45.02
12/29/2019,45.07
12/30/2019,45.12
12/31/2019,45.16
2/5/2017,10.34
2/6/2017,10.33
2/7/2017,10.33
2/8/2017,10.31
2/9/2017,10.3
2/10/2017,10.29
2/11/2017,10.24
2/17/2017,10.15
2/18/2017,10.14
2/12/2017,10.23
2/13/2017,10.22
2/14/2017,10.2
2/15/2017,10.19
2/16/2017,10.17
2/19/2017,10.12
2/20/2017,10.11
2/21/2017,10.09
2/22/2017,10.07
2/23/2017,10.06
2/24/2017,10.04
2/25/2017,10.03
2/26/2017,10.18
2/27/2017,10.92
2/28/2017,11.42
3/1/2017,11.49
3/2/2017,11.56
3/3/2017,11.53
3/4/2017,11.46
3/5/2017,11.39
3/6/2017,11.32
3/7/2017,11.32
3/8/2017,11.19
3/9/2017,11.12
3/10/2017,11.08
3/11/2017,11.03
3/12/2017,10.99
3/13/2017,10.94
3/14/2017,10.89
3/15/2017,10.83
3/16/2017,10.78
3/17/2017,10.73
3/18/2017,10.67
3/19/2017,10.62
3/20/2017,10.56
3/21/2017,10.49
3/22/2017,10.41
3/23/2017,10.33
3/24/2017,10.25
3/25/2017,10.17
3/26/2017,10.09
3/27/2017,10.02
3/28/2017,9.93
3/29/2017,9.84
3/30/2017,9.74
3/31/2017,9.65
4/1/2017,9.55
4/2/2017,9.45
4/3/2017,9.35
4/4/2017,9.25
4/5/2017,9.15
4/6/2017,9.08
4/7/2017,9.02
4/8/2017,8.96
4/9/2017,8.9
4/10/2017,8.84
4/11/2017,8.84
4/12/2017,8.73
4/13/2017,8.67
4/14/2017,8.62
4/15/2017,8.56
4/16/2017,8.5
4/17/2017,8.44
4/18/2017,8.39
4/19/2017,8.34
4/20/2017,8.3
4/21/2017,8.25
4/22/2017,8.2
4/23/2017,8.15
4/24/2017,8.1
4/25/2017,8.05
4/26/2017,8
4/27/2017,7.95
4/28/2017,7.9
4/29/2017,7.85
4/30/2017,7.8
5/1/2017,7.75
5/2/2017,7.7
5/3/2017,7.65
5/4/2017,7.6
5/5/2017,7.54
5/6/2017,7.49
5/7/2017,7.44
5/8/2017,7.38
5/9/2017,7.33
5/10/2017,7.28
5/11/2017,7.22
5/12/2017,7.16
5/13/2017,7.1
5/14/2017,7.03
5/15/2017,6.97
5/16/2017,6.9
5/17/2017,6.84
5/18/2017,6.77
5/19/2017,6.71
5/20/2017,6.67
5/21/2017,6.63
5/22/2017,6.59
5/23/2017,6.56
5/24/2017,6.54
5/25/2017,6.52
5/26/2017,6.49
5/27/2017,6.47
6/1/2017,6.5
6/2/2017,6.51
6/3/2017,6.47
5/29/2017,6.47
5/30/2017,6.48
5/31/2017,6.49
5/28/2017,6.46
6/4/2017,6.43
6/5/2017,6.4
6/6/2017,6.36
6/7/2017,6.35
6/8/2017,6.34
6/9/2017,6.32
6/10/2017,6.3
6/11/2017,6.29
6/12/2017,6.27
6/13/2017,6.26
6/14/2017,6.26
6/15/2017,6.3
6/16/2017,6.35
6/17/2017,6.37
6/18/2017,6.38
6/19/2017,6.4
6/20/2017,6.41
6/21/2017,6.43
6/22/2017,6.43
6/23/2017,6.43
6/24/2017,6.41
6/25/2017,6.4
6/26/2017,6.39
6/27/2017,6.38
6/28/2017,6.52
6/29/2017,6.95
6/30/2017,7.41
7/1/2017,7.82
7/2/2017,8
7/3/2017,8
7/4/2017,9
7/5/2017,9
7/6/2017,9
7/7/2017,10
7/8/2017,10
7/9/2017,9.95
7/10/2017,10.12
7/11/2017,10.22
7/12/2017,10.27
7/13/2017,10.2
7/14/2017,10.12
7/15/2017,10.08
7/16/2017,10.04
7/17/2017,10
7/18/2017,9.97
7/19/2017,10.01
7/20/2017,10.16
7/21/2017,11.32
7/22/2017,13.02
7/23/2017,14.28
7/24/2017,14.89
7/25/2017,15.18
7/26/2017,15.41
7/27/2017,15.58
7/28/2017,15.7
7/29/2017,15.76
7/30/2017,15.82
7/31/2017,15.91
8/1/2017,15.97
8/2/2017,16.03
8/3/2017,16.08
8/4/2017,16.12
8/5/2017,16.17
8/6/2017,16.42
8/7/2017,17.16
8/8/2017,17.52
8/9/2017,17.71
8/10/2017,17.9
8/11/2017,17.8
8/12/2017,17.68
8/19/2017,16.3
8/13/2017,17.48
8/14/2017,17.23
8/15/2017,17.64
8/16/2017,17.01
8/17/2017,16.98
8/18/2017,16.7
8/20/2017,16
8/21/2017,15.88
8/22/2017,16.15
8/23/2017,16.54
8/24/2017,16.95
8/25/2017,17.16
8/26/2017,17.24
8/27/2017,17.36
8/28/2017,17.58
8/29/2017,18.23
8/30/2017,19.7
8/31/2017,21.21
9/1/2017,21.96
9/2/2017,22.19
9/3/2017,22.54
9/4/2017,22.89
9/5/2017,23.09
9/6/2017,23.93
9/7/2017,24.5
9/8/2017,24.84
9/9/2017,25.34
9/10/2017,25.89
9/11/2017,26.24
9/12/2017,26.42
9/13/2017,26.46
9/14/2017,26.13
9/15/2017,25.59
9/16/2017,25.07
9/17/2017,24.63
9/18/2017,24.38
9/19/2017,24.54
9/20/2017,25.25
9/21/2017,26.55
9/22/2017,27.35
9/23/2017,27.57
9/24/2017,27.62
9/25/2017,27.57
9/26/2017,28.03
9/27/2017,28.58
9/28/2017,29.28
9/29/2017,30.17
9/30/2017,30.81
10/1/2017,31.17
10/2/2017,31.17
10/3/2017,31.32
10/4/2017,31.62
10/5/2017,31.87
10/6/2017,32.23
10/7/2017,32.55
10/8/2017,32.74
10/9/2017,32.87
10/10/2017,32.99
10/11/2017,33.36
10/12/2017,33.74
10/13/2017,34.12
10/14/2017,34.45
10/15/2017,34.81
10/16/2017,35.19
10/17/2017,35.52
10/18/2017,35.52
10/19/2017,35.94
10/20/2017,36.05
10/21/2017,36.16
10/22/2017,36.23
10/23/2017,36.29
10/24/2017,36.21
10/25/2017,35.94
10/26/2017,35.62
10/27/2017,35.29
10/28/2017,35.07
10/29/2017,34.79
10/30/2017,34.5
10/31/2017,34.24
11/1/2017,33.96
11/2/2017,33.67
11/3/2017,33.41
11/4/2017,33.19
11/5/2017,33.01
11/6/2017,32.86
11/7/2017,32.76
11/8/2017,32.72
11/9/2017,32.79
11/10/2017,32.9
11/11/2017,33.04
11/12/2017,33.15
11/13/2017,33.31
11/14/2017,33.48
11/15/2017,33.62
11/16/2017,33.73
11/17/2017,33.82
11/18/2017,33.86
11/23/2017,33.2
11/24/2017,32.83
11/25/2017,32.43
11/19/2017,33.9
11/20/2017,33.91
11/21/2017,33.8
11/22/2017,33.5
11/26/2017,32.02
11/27/2017,31.64
11/28/2017,31.25
11/29/2017,30.87
11/30/2017,30.51
12/1/2017,30.16
12/2/2017,29.87
12/3/2017,29.69
12/4/2017,29.52
12/5/2017,29.42
12/6/2017,29.33
12/7/2017,29.39
12/8/2017,29.45
12/9/2017,29.49
12/10/2017,29.52
12/11/2017,29.55
12/12/2017,29.58
12/13/2017,29.59
12/14/2017,29.61
12/15/2017,29.61
12/16/2017,29.61
12/17/2017,29.61
12/18/2017,29.59
12/19/2017,29.57
12/20/2017,29.57
12/21/2017,29.29
12/22/2017,29.01
12/23/2017,28.7
12/24/2017,28.4
12/25/2017,28.09
12/26/2017,27.74
12/27/2017,27.39
12/28/2017,27.02
12/29/2017,26.63
12/30/2017,26.23
12/31/2017,25.83
1/29/2016,23.25
1/30/2016,23.24
1/31/2016,23.22
2/1/2016,22.94
2/2/2016,22.65
2/3/2016,22.38
2/4/2016,22.09
2/5/2016,21.8
2/6/2016,21.52
2/7/2016,21.22
2/8/2016,20.94
2/9/2016,20.66
2/10/2016,20.37
2/11/2016,20.08
2/13/2016,19.52
2/14/2016,19.24
2/15/2016,18.97
2/16/2016,18.69
2/17/2016,18.42
2/18/2016,18.27
2/12/2016,19.8
2/19/2016,18.27
2/20/2016,18.25
2/21/2016,18.23
2/22/2016,18.2
2/23/2016,18.17
2/24/2016,18.13
2/25/2016,18.11
3/1/2016,17.95
3/2/2016,17.92
2/26/2016,18.07
2/27/2016,18.04
2/28/2016,18.01
2/29/2016,17.98
3/3/2016,17.79
3/4/2016,17.58
3/5/2016,17.37
3/6/2016,17.11
3/7/2016,16.81
3/8/2016,16.51
3/9/2016,16.2
3/10/2016,15.89
3/11/2016,15.58
3/12/2016,15.28
3/13/2016,15
3/14/2016,14.71
3/15/2016,14.43
3/16/2016,14.14
3/17/2016,13.87
3/18/2016,13.59
3/19/2016,13.32
3/20/2016,13.05
3/21/2016,12.77
3/22/2016,12.5
3/23/2016,12.36
3/24/2016,12.34
3/25/2016,12.33
4/1/2016,12.2
3/26/2016,12.31
3/27/2016,12.3
3/28/2016,12.28
3/29/2016,12.26
3/30/2016,12.24
3/31/2016,12.22
4/2/2016,12.18
4/3/2016,12.16
4/4/2016,12.13
4/5/2016,12.09
4/6/2016,12.04
4/7/2016,11.97
4/8/2016,11.77
4/9/2016,11.59
4/10/2016,11.41
4/11/2016,11.31
4/12/2016,11.29
4/13/2016,11.26
4/14/2016,11.24
4/15/2016,11.22
4/16/2016,11.2
4/17/2016,11.17
4/18/2016,11.15
4/19/2016,11.13
4/20/2016,11.11
4/21/2016,11.08
4/22/2016,11.06
4/23/2016,11.04
4/24/2016,11.02
4/25/2016,11
4/26/2016,10.97
4/27/2016,10.95
4/28/2016,10.92
4/29/2016,10.9
4/30/2016,10.88
5/1/2016,10.86
5/2/2016,10.83
5/3/2016,10.8
5/4/2016,10.78
5/5/2016,10.78
5/6/2016,10.67
5/7/2016,10.63
5/8/2016,10.6
5/9/2016,10.58
5/10/2016,10.55
5/11/2016,10.53
5/12/2016,10.5
5/13/2016,10.48
5/14/2016,10.45
5/15/2016,10.43
5/16/2016,10.41
5/17/2016,10.38
5/18/2016,10.36
5/19/2016,10.34
5/20/2016,10.32
5/21/2016,10.3
5/22/2016,10.27
5/23/2016,10.25
5/24/2016,10.22
5/25/2016,10.2
5/26/2016,10.18
5/27/2016,10.16
5/28/2016,10.11
5/29/2016,10.01
5/30/2016,9.88
5/31/2016,9.75
6/1/2016,9.62
6/2/2016,9.49
6/3/2016,9.44
6/4/2016,9.42
6/5/2016,9.41
6/6/2016,9.39
6/7/2016,9.37
6/8/2016,9.35
6/9/2016,9.33
6/10/2016,9.32
6/11/2016,9.26
6/12/2016,9.14
6/13/2016,9.01
6/14/2016,8.81
6/15/2016,8.6
6/16/2016,8.39
6/17/2016,8.19
6/18/2016,7.99
6/19/2016,7.82
6/20/2016,7.65
6/21/2016,7.48
6/22/2016,7.31
6/23/2016,7.14
6/24/2016,6.98
6/25/2016,6.82
6/26/2016,6.81
6/27/2016,6.85
6/28/2016,6.86
6/29/2016,6.91
6/30/2016,8.25
7/1/2016,10.06
7/2/2016,11.65
7/3/2016,12.81
7/4/2016,13.64
7/5/2016,13.96
7/6/2016,14.84
7/7/2016,15.53
7/8/2016,16
7/9/2016,16.39
7/10/2016,16.73
7/11/2016,16.95
7/12/2016,17.68
7/13/2016,18.87
7/14/2016,19.7
7/15/2016,20.16
7/16/2016,20.51
7/17/2016,20.77
7/18/2016,21.02
7/19/2016,21.13
7/20/2016,21.22
7/21/2016,21.47
7/22/2016,21.67
7/23/2016,21.81
7/24/2016,22.11
7/25/2016,22.25
7/26/2016,22.42
7/27/2016,22.5
7/28/2016,22.54
7/29/2016,22.5
7/30/2016,22.28
7/31/2016,21.98
8/1/2016,21.76
8/2/2016,21.52
8/3/2016,21.24
8/4/2016,20.93
8/5/2016,20.69
8/6/2016,20.66
8/7/2016,20.86
8/8/2016,20.86
8/9/2016,20.85
8/10/2016,20.99
8/11/2016,21.1
8/12/2016,21.06
8/13/2016,21
8/14/2016,20.91
8/15/2016,20.78
8/16/2016,20.66
8/17/2016,20.62
8/18/2016,20.86
8/19/2016,21.01
8/20/2016,21.01
8/21/2016,20.81
8/22/2016,20.48
8/23/2016,20.06
8/24/2016,19.51
8/25/2016,18.98
8/26/2016,18.6
8/27/2016,18.22
8/28/2016,17.92
8/29/2016,17.66
8/30/2016,17.46
8/31/2016,17.54
9/1/2016,17.68
9/2/2016,17.82
9/3/2016,17.96
9/4/2016,18.09
9/5/2016,18.23
9/6/2016,18.28
9/7/2016,17.97
9/8/2016,17.09
9/9/2016,16.68
9/10/2016,16.28
9/11/2016,15.82
9/12/2016,15.38
9/13/2016,15.04
9/14/2016,14.64
9/15/2016,14.23
9/16/2016,13.74
9/17/2016,13.25
9/18/2016,12.94
9/19/2016,12.71
9/20/2016,13.04
9/21/2016,13.53
9/22/2016,13.98
9/23/2016,14.31
9/24/2016,14.45
9/25/2016,14.53
9/26/2016,14.6
9/27/2016,14.84
9/28/2016,15.06
9/29/2016,15.35
9/30/2016,15.55
10/1/2016,15.64
10/2/2016,15.7
10/3/2016,15.76
10/4/2016,15.53
10/5/2016,14.95
10/6/2016,14.56
10/7/2016,14.15
10/8/2016,13.64
10/9/2016,13.19
10/10/2016,12.54
10/11/2016,12.1
10/12/2016,11.91
10/13/2016,11.58
10/14/2016,11.42
10/15/2016,11.29
10/16/2016,11.36
10/17/2016,11.42
10/18/2016,11.49
10/19/2016,11.55
10/20/2016,11.62
10/21/2016,11.68
10/22/2016,11.71
10/23/2016,11.74
10/24/2016,11.76
10/25/2016,11.57
10/26/2016,11.1
10/27/2016,10.58
10/28/2016,10.06
10/29/2016,9.56
10/30/2016,9.14
10/31/2016,9.48
11/1/2016,10.04
11/2/2016,10.74
11/3/2016,11.23
11/4/2016,11.53
11/5/2016,11.63
11/6/2016,11.66
11/7/2016,11.69
11/8/2016,11.73
11/9/2016,11.77
11/10/2016,11.79
11/11/2016,11.53
11/12/2016,11.01
11/13/2016,10.55
11/14/2016,10.06
11/15/2016,9.65
11/16/2016,9.48
11/17/2016,9.55
11/18/2016,9.62
11/19/2016,9.68
11/20/2016,9.74
11/21/2016,9.79
11/22/2016,9.83
11/23/2016,9.87
11/24/2016,9.91
11/25/2016,9.95
11/26/2016,9.99
11/27/2016,10.03
11/28/2016,10.07
11/29/2016,10.1
11/30/2016,10.14
12/1/2016,10.17
12/2/2016,10.19
12/3/2016,10.2
12/4/2016,10.22
12/5/2016,10.23
12/6/2016,10.24
12/7/2016,10.24
12/8/2016,10.25
12/9/2016,10.25
12/10/2016,10.24
12/11/2016,10.24
12/12/2016,10.24
12/13/2016,10.23
12/14/2016,10.27
12/15/2016,10.3
12/16/2016,10.31
12/17/2016,10.33
12/18/2016,10.35
12/19/2016,10.38
12/20/2016,10.41
12/21/2016,10.44
12/22/2016,10.46
12/23/2016,10.48
12/24/2016,10.5
12/25/2016,10.52
12/26/2016,10.54
12/27/2016,10.55
12/28/2016,10.55
12/29/2016,10.55
12/30/2016,10.56
12/31/2016,10.56
1/22/2015,36.91
1/23/2015,36.61
1/24/2015,36.27
1/25/2015,35.96
1/26/2015,35.67
1/27/2015,35.5
1/28/2015,35.26
1/29/2015,35.26
1/30/2015,35.27
1/31/2015,35.27
2/1/2015,35.27
2/2/2015,35.26
2/3/2015,35.23
2/4/2015,35.19
2/5/2015,35.16
2/6/2015,35.14
2/7/2015,35.12
2/8/2015,35.09
2/9/2015,35.05
2/10/2015,35.02
2/11/2015,34.67
2/12/2015,34.33
2/13/2015,33.96
2/14/2015,33.59
2/15/2015,33.22
2/16/2015,32.84
2/17/2015,33.51
2/18/2015,32.1
2/19/2015,31.72
2/20/2015,31.35
2/21/2015,30.98
2/22/2015,30.62
2/23/2015,30.25
2/24/2015,29.88
2/25/2015,29.52
2/26/2015,29.15
2/27/2015,28.78
2/28/2015,28.42
3/1/2015,28.06
3/2/2015,27.7
3/3/2015,27.65
3/4/2015,27.62
3/5/2015,27.58
3/6/2015,27.55
3/7/2015,27.52
3/8/2015,27.49
3/9/2015,27.46
3/10/2015,27.44
3/11/2015,27.42
3/12/2015,27.39
3/13/2015,27.21
3/14/2015,26.89
3/15/2015,26.57
3/16/2015,26.24
3/17/2015,25.91
3/18/2015,25.59
3/19/2015,25.25
3/20/2015,24.9
3/21/2015,24.55
3/22/2015,24.21
3/23/2015,23.86
3/24/2015,23.51
3/25/2015,23.17
3/26/2015,22.82
3/27/2015,22.48
3/28/2015,22.13
3/29/2015,21.78
3/30/2015,21.43
3/31/2015,21.08
4/1/2015,20.73
4/2/2015,20.38
4/3/2015,20.04
4/4/2015,19.82
4/5/2015,19.79
4/6/2015,19.75
4/7/2015,19.72
4/8/2015,19.69
4/9/2015,19.65
4/10/2015,19.63
4/11/2015,19.59
4/12/2015,19.56
4/13/2015,19.51
4/14/2015,19.35
4/15/2015,18.99
4/16/2015,18.63
4/17/2015,18.28
4/18/2015,17.92
4/19/2015,17.57
4/20/2015,17.21
4/21/2015,16.85
4/22/2015,16.49
4/23/2015,16.14
4/24/2015,15.78
4/25/2015,15.42
4/26/2015,15.06
4/27/2015,14.71
4/28/2015,14.35
4/29/2015,14
4/30/2015,13.65
5/1/2015,13.29
5/2/2015,13.27
5/3/2015,13.26
5/4/2015,13.24
5/5/2015,13.22
5/6/2015,13.2
5/7/2015,13.18
5/8/2015,13.17
5/9/2015,13.15
5/10/2015,13.14
5/11/2015,13.11
5/12/2015,13.11
5/13/2015,12.99
5/14/2015,12.75
5/15/2015,12.52
